Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
226022_at,SASH1,23328,10.8421,10.870075,10.188225,10.104425
226023_at,MAP2K7,5609,6.1403,6.16705,6.37925,6.4587
226024_at,COMMD1,150684,9.48315,9.46985,9.21245,9.1087
226025_at,ANKRD28,23243,9.739725,9.7418,9.941625,9.739275
226026_at,DIRC2,84925,8.1135,8.094625,8.845875,9.01115
226027_at,C9orf119,375757,8.593575,8.5616,8.53565,8.696425
226028_at,ROBO4,54538,11.351275,11.39905,9.789025,9.64395
226029_at,VANGL2,57216,2.852925,2.92645,3.11785,3.141825
226030_at,ACADSB,36,5.8826,5.77305,4.62295,4.838775
226031_at,CCDC132,55610,8.533825,8.495325,8.735,8.65235
226032_at,CASP2,835,9.60985,9.6939,10.07215,10.146525
226033_at,USP31,57478,7.31275,7.233925,7.33965,7.4321
226034_at,NA,NA,7.0798,7.08415,5.698975,5.410925
226035_at,USP31,57478,8.850925,8.738275,8.370075,8.47065
226036_x_at,CASP2,835,5.212075,5.295525,5.4458,5.7538
226037_s_at,TAF9B,51616,7.808625,7.85415,8.80275,8.934425
226038_at,LONRF1,91694,6.892725,6.7684,7.1481,6.988425
226039_at,MGAT4A,11320,7.553425,7.759675,7.82175,7.794825
226040_at,NA,NA,6.88435,6.832475,7.628075,7.564275
226041_at,NAPEPLD,222236,6.50535,6.42425,6.57825,6.501675
226042_at,EDC3,80153,7.423225,7.392875,7.047175,7.0198
226043_at,GPSM1,26086,9.422675,9.426175,8.84675,8.831925
226044_at,TDP1,55775,5.572325,5.8742,6.7051,6.800325
226045_at,FRS2,10818,6.203825,6.1807,6.284425,6.2317
226046_at,MAPK8,5599,6.98075,6.978925,6.682675,6.8537
226047_at,MRVI1,10335,5.192475,5.121175,4.623675,4.406375
226048_at,MAPK8,5599,8.026225,8.0937,8.0421,8.07165
226049_at,ERC1,23085,7.2212,7.261975,7.71185,7.7595
226050_at,TMCO3,55002,10.41375,10.2951,9.881725,9.924075
226051_at,SELM,140606,9.576925,9.384025,9.33965,9.202075
226052_at,BRD4,23476,7.980775,8.0554,7.9079,8.02295
226053_at,MAP2K7,5609,5.8802,5.931275,6.451775,6.41365
226054_at,BRD4,23476,8.063125,8.002625,8.08665,8.2193
226055_at,ARRDC2,27106,6.384325,6.2892,6.5607,6.44545
226056_at,ARHGAP31,57514,7.11485,7.139975,6.76885,6.5241
226057_at,ARHGAP31,57514,5.176925,5.3321,5.218775,5.0087
226058_at,B3GNT9,84752,5.269925,5.11275,6.105075,6.0181
226059_at,TOMM40L,84134,7.428425,7.390525,7.3239,7.242225
226060_at,RFT1,91869,7.244425,7.2686,7.4715,7.5085
226061_s_at,NUDT3,11165,3.933275,4.0231,3.975475,3.934025
226062_x_at,FAM63A,55793,8.716925,8.518575,8.32835,8.441025
226063_at,VAV2,7410,8.088925,8.0139,7.55995,7.56615
226064_s_at,DGAT2,84649,5.48555,5.65205,6.1146,5.915275
226065_at,PRICKLE1,144165,9.531975,9.489975,6.93175,6.7126
226066_at,MITF,4286,5.3871,5.4224,5.968475,6.0122
226067_at,C20orf114,92747,4.038075,4.088725,3.83815,3.897775
226068_at,SYK,6850,2.855675,2.943325,3.024025,3.2539
226069_at,PRICKLE1,144165,8.741975,8.73115,6.09455,5.65805
226070_at,C9orf142,286257,6.350525,6.392775,6.622325,6.68915
226071_at,ADAMTSL4,54507,4.17525,4.243625,4.40745,4.50345
226072_at,FUK,197258,7.096575,7.007375,7.544925,7.368325
226073_at,TMEM218,219854,8.0693,7.987675,8.05335,8.1794
226074_at,PPM1M,132160,6.09875,6.1525,5.981925,6.085575
226075_at,SPSB1,80176,6.52945,6.867125,5.302425,5.7092
226076_s_at,NA,NA,5.968575,5.930325,5.6948,5.63515
226077_at,RNF145,153830,9.39925,9.50815,10.626575,10.68425
226078_at,RPUSD1,113000,5.99635,5.985275,5.8765,5.87775
226079_at,FLYWCH2,114984,6.19345,6.215325,6.2764,6.291
226080_at,SSH2,85464,7.9129,8.003875,7.397075,7.087525
226081_at,LZIC,84328,5.868225,5.90885,6.12375,6.00595
226082_s_at,SFRS15,57466,8.2312,8.160775,8.6922,8.790125
226083_at,TMEM70,54968,5.59985,5.7671,5.87195,5.887025
226084_at,MAP1B,4131,10.35185,10.3916,9.363925,9.24955
226085_at,CBX5,23468,7.518725,7.60215,7.254525,7.67025
226086_at,SYT13,57586,3.7296,3.7532,3.839275,3.7182
226087_at,LZIC,84328,7.898475,7.804325,8.001025,8.008125
226088_at,ZDHHC12,84885,6.783875,6.65495,6.968025,7.040025
226089_at,RABL3,285282,6.918725,6.830575,6.7214,6.660575
226090_x_at,RABL3,285282,6.690725,6.57915,6.693075,6.68045
226091_s_at,MRFAP1,93621,12.63715,12.68915,12.480175,12.503275
226092_at,MPP5,64398,8.51985,8.572075,9.448275,9.53255
226093_at,DCP1B,196513,7.8235,7.797675,7.66045,7.569225
226094_at,PIK3C2A,5286,8.71885,8.6096,8.4349,8.4538
226095_s_at,ATXN1L,342371,7.779625,7.777725,8.07525,8.170675
226096_at,FNDC5,252995,3.70715,3.6982,3.58195,3.6542
226097_at,FNDC5,252995,5.076725,4.98915,4.893025,4.9131
226098_at,IFT80,57560,8.494175,8.3502,8.9456,9.03845
226099_at,ELL2,22936,8.473675,8.458925,8.208125,8.31175
226100_at,MLL5,55904,8.522675,8.48725,8.45485,8.4796
226101_at,PRKCE,5581,8.50095,8.839375,9.53195,9.60875
226102_at,NA,NA,6.66365,6.779125,6.824325,6.8344
226103_at,NEXN,91624,8.304425,8.174925,7.868375,7.75765
226104_at,RNF170,81790,8.01185,7.9519,7.76855,7.666425
226105_at,NA,NA,6.05715,5.9685,6.095775,6.138675
226106_at,RNF141,50862,9.06175,8.8316,7.63205,7.664075
226107_at,NA,NA,7.056175,6.9935,7.13365,7.145625
226108_at,ZC3H18,124245,6.877825,6.8799,7.598125,7.6006
226109_at,C21orf91,54149,6.956275,6.97575,8.516475,8.433225
226110_at,PTAR1,375743,8.181075,8.232725,8.78015,8.8908
226111_s_at,ZNF385A,25946,4.94775,4.919525,4.89205,4.990425
226112_at,SGCB,6443,9.824225,9.634725,9.040975,9.26915
226113_at,ZNF436,80818,6.9767,6.960125,6.862525,6.957825
226114_at,ZNF436,80818,5.8312,5.87935,5.871325,5.7919
226115_at,AHCTF1,25909,6.915575,7.054425,8.123275,8.111175
226116_at,NA,NA,8.41135,8.425225,8.305275,8.658425
226117_at,TIFA,92610,8.599225,8.482525,8.915975,8.83315
226118_at,CENPO,79172,6.262325,6.18625,7.3865,7.3966
226119_at,PCMTD1,115294,9.627375,9.54405,8.8947,8.9408
226120_at,TTC8,123016,7.808875,7.68365,6.7641,6.7105
226121_at,DHRS13,147015,5.97245,6.102625,7.926975,7.995025
226122_at,PLEKHG1,57480,7.01165,6.97755,5.95025,5.28225
226123_at,CHD7,55636,7.246225,7.35515,6.874675,6.98495
226124_at,ZFP90,146198,7.728225,7.64625,6.44845,6.510325
226125_at,LOC100288152,100288152,6.596875,6.2808,5.066275,5.029125
226126_at,TBCK,93627,8.99755,8.99565,7.429575,7.417775
226127_at,ALKBH3,221120,7.412875,7.43515,7.5383,7.5251
226128_at,NA,NA,9.8374,9.7788,10.30205,10.246025
226129_at,FAM83H,286077,4.402675,4.3999,4.730725,4.633575
226130_at,RPS16,6217,6.2446,6.1349,6.373425,6.39665
226131_s_at,RPS16,6217,13.858875,13.873275,13.94465,13.985975
226132_s_at,MANEAL,149175,4.3023,4.27335,4.923475,4.905
226133_s_at,TBC1D10A,83874,7.02525,6.9192,7.364025,7.18355
226134_s_at,NA,NA,7.7225,7.9043,7.9548,8.084025
226135_at,UHRF1BP1,54887,7.4186,7.358475,8.776525,8.73445
226136_at,GLIPR1,11010,9.08555,9.2447,8.9941,9.189275
226137_at,ZFHX3,463,7.40805,7.49095,7.8216,7.91245
226138_s_at,NA,NA,4.505275,4.456725,4.26905,4.416125
226139_at,NA,NA,5.76275,5.7088,4.9001,5.096125
226140_s_at,OTUD1,220213,6.973925,6.88,7.5773,7.699025
226141_at,CCDC149,91050,6.185825,6.220175,5.31785,5.132725
226142_at,GLIPR1,11010,8.318775,8.46495,8.233175,8.243925
226143_at,RAI1,10743,8.980275,9.049125,9.057325,9.126175
226144_at,REXO1,57455,4.98095,4.92955,5.14,4.976675
226145_s_at,FRAS1,80144,7.23415,7.432,3.347575,3.333275
226146_at,LOC729678,729678,7.929025,7.8976,7.396025,7.408
226147_s_at,PIGR,5284,2.8205,2.696725,2.6009,2.6799
226148_at,ZBTB44,29068,8.77915,8.837875,9.249025,9.532325
226149_at,SNHG11,128439,6.79535,6.7521,6.355375,6.35705
226150_at,PPAPDC1B,84513,9.817425,9.697175,8.45705,8.46025
226151_x_at,CRYZL1,9946,8.5976,8.573525,8.2169,8.17045
226152_at,TTC7B,145567,7.922775,7.9302,7.569075,7.66325
226153_s_at,CNOT6L,246175,9.407025,9.337975,9.6997,9.5597
226154_at,DNM1L,10059,10.405325,10.404025,10.791625,10.7821
226155_at,FAM160B1,57700,9.502675,9.514725,9.222825,9.22695
226156_at,AKT2,208,6.40165,6.38055,6.898525,6.879025
226157_at,TFDP2,7029,6.5874,6.66355,6.86815,7.239725
226158_at,KLHL24,54800,7.9726,7.873075,7.355225,7.6671
226159_at,C5orf51,285636,8.47395,8.488625,8.703775,8.570825
226160_at,H6PD,9563,7.07665,6.994575,6.25855,6.27835
226161_at,SLC30A6,55676,7.6656,7.668625,8.251625,8.3191
226162_at,NA,NA,4.502575,4.6175,4.437,4.3317
226163_at,ZBTB9,221504,6.3835,6.41625,6.5158,6.481375
226164_x_at,RIMKLB,57494,8.162275,8.100775,7.8696,7.852475
226165_at,C8orf59,401466,10.88735,10.856025,10.54275,10.61395
226166_x_at,STK36,27148,7.10465,7.086725,6.471325,6.44805
226167_at,SYT7,9066,5.186125,5.271275,5.069225,5.23545
226168_at,ZFAND2B,130617,7.14155,7.04075,7.452375,7.508775
226169_at,SBF2,81846,8.659825,8.60915,8.392275,8.4684
226170_at,EYA3,2140,8.985225,9.027925,8.9684,8.9597
226171_at,ZDHHC3,51304,5.631225,5.556875,5.872625,5.9449
226172_at,USP42,84132,2.9071,2.99205,2.959325,3.02845
226173_at,TBC1D25,4943,6.26035,6.204925,5.970975,6.10365
226174_at,USP42,84132,5.01125,5.015475,4.86865,4.78595
226175_at,TTC9C,283237,8.09055,8.090425,8.38525,8.241525
226176_s_at,USP42,84132,7.20185,7.18475,7.27675,7.1891
226177_at,GLTP,51228,10.475325,10.429625,10.329775,10.387
226178_at,SOCS4,122809,9.1112,9.11975,9.32255,9.41475
226179_at,SLC25A37,51312,7.534475,7.4873,7.422625,7.523
226180_at,WDR36,134430,8.319125,8.505925,8.636875,8.68365
226181_at,TUBE1,51175,6.744975,6.571325,6.985225,7.1901
226182_s_at,NA,NA,3.126075,3.19795,3.082,3.076175
226183_at,GSK3B,2932,7.110225,7.2041,7.007775,6.978225
226184_at,FMNL2,114793,9.789225,9.724325,9.5909,9.368875
226185_at,CDS1,1040,2.921325,3.017,3.1106,3.14735
226186_at,TMOD2,29767,4.0378,3.9085,4.512975,4.589625
226187_at,CDS1,1040,4.165825,4.2499,4.229775,4.14695
226188_at,HSPC159,29094,5.845725,5.73425,7.093075,6.52005
226189_at,ITGB8,3696,8.293925,7.917475,3.280275,2.871925
226190_at,MAP3K13,9175,8.977775,8.992125,9.02445,9.0214
226191_at,GSK3B,2932,9.14095,9.133375,8.995125,9.011675
226192_at,NA,NA,8.865925,8.89545,7.467,7.4729
226193_x_at,NA,NA,10.70445,10.745075,10.1124,10.2045
226194_at,ZNF828,283489,7.180975,7.175925,8.0491,8.05825
226195_at,C14orf179,112752,8.1684,8.25125,6.9424,6.9455
226196_s_at,C14orf179,112752,8.644225,8.734075,7.402575,7.463325
226197_at,NA,NA,8.487725,8.5798,7.237375,7.30405
226198_at,TOM1L2,146691,6.644,6.5875,6.158075,6.143325
226199_at,UPRT,139596,7.1152,7.211325,7.148225,7.130525
226200_at,VARS2,57176,8.256075,8.2907,8.1421,8.1322
226201_at,DOT1L,84444,5.532125,5.615525,5.67935,5.899525
226202_at,ZNF398,57541,6.0063,6.0074,6.3143,6.306125
226203_at,NA,NA,7.043125,6.946925,7.5485,7.5484
226204_at,NA,NA,7.9871,8.02045,7.943225,8.066025
226205_at,ANKRD13D,338692,4.780025,4.573625,4.61615,4.669475
226206_at,MAFK,7975,8.9194,9.0195,8.181125,8.493225
226207_at,RILPL1,353116,7.6019,7.594675,6.48125,6.579375
226208_at,ZSWIM6,57688,9.75195,9.81185,9.70475,9.73305
226209_at,NDUFV3,4731,6.76885,6.8368,6.528625,6.573075
226210_s_at,MEG3,55384,9.43595,9.12195,4.024725,3.549475
226211_at,MEG3,55384,8.3083,7.88265,3.6573,3.4818
226212_s_at,INSR,3643,4.5891,4.6997,4.411825,4.501525
226213_at,ERBB3,2065,3.1595,3.096775,3.0773,2.9495
226214_at,GDE1,51573,9.45775,9.43115,9.314775,9.40585
226215_s_at,KDM2B,84678,8.30365,8.4185,8.306075,8.317525
226216_at,INSR,3643,5.91355,5.97245,6.74635,7.017
226217_at,SLC30A7,148867,9.4493,9.528675,9.3727,9.374775
226218_at,IL7R,3575,6.045175,6.07505,5.397925,4.98525
226219_at,ARHGAP30,257106,3.139975,3.17555,3.282375,3.315275
226220_at,METTL9,51108,5.8719,5.912725,5.5925,5.533125
226221_at,KIAA1432,57589,7.559275,7.60015,7.74235,7.877
226222_at,KIAA1432,57589,7.1294,7.0896,7.305475,7.360225
226223_at,NA,NA,9.95265,10.025675,10.890875,11.092925
226224_at,FOXK2,3607,7.33085,7.401425,7.5859,7.6881
226225_at,MCC,4163,8.814725,8.8385,7.0632,7.39085
226226_at,TMEM45B,120224,5.0872,5.079775,5.071625,4.925075
226227_x_at,C20orf199,441951,11.136975,11.1714,10.345725,10.4532
226228_at,AQP4,361,2.14245,2.143875,2.062825,2.097575
226229_s_at,SSU72,29101,6.5121,6.55395,6.8192,6.832625
226230_at,SMEK2,57223,7.75835,7.770775,8.221675,8.354225
226231_at,NA,NA,7.2034,7.2406,7.7723,7.9097
226232_at,GDF11,10220,6.598225,6.692575,5.7522,5.81405
226233_at,B3GALNT2,148789,8.28935,8.361075,8.79205,8.866
226234_at,GDF11,10220,6.005875,6.04945,4.338775,4.68865
226235_at,LOC339290,339290,7.46225,7.46925,6.4361,6.3898
226236_at,LOC388789,388789,9.865725,9.884475,9.968125,9.909075
226237_at,NA,NA,11.1953,11.1473,12.20775,12.170175
226238_at,MCEE,84693,7.46665,7.38975,7.64295,7.7636
226239_at,TMEM150A,129303,6.244575,6.296525,5.4665,5.3133
226240_at,TADA2B,93624,6.67355,6.7481,6.679225,6.548325
226241_s_at,MRPL52,122704,10.117725,10.106025,9.7271,9.72485
226242_at,C1orf131,128061,8.614875,8.643675,8.982425,9.004875
226243_at,C2orf79,391356,9.892975,9.875225,9.004025,9.034325
226244_at,CLEC14A,161198,11.152525,11.0176,10.151875,10.01425
226245_at,KCTD1,284252,7.12075,7.183,6.656275,6.5932
226246_at,KCTD1,284252,7.370975,7.3303,6.684525,6.676075
226247_at,PLEKHA1,59338,9.98195,9.982,9.942775,10.084025
226248_s_at,KIAA1324,57535,5.8363,6.05725,5.2132,5.4863
226249_at,SNX30,401548,6.624425,6.553225,6.5328,6.70455
226250_at,NA,NA,6.4442,6.611,7.064175,7.209175
226251_at,ASXL2,55252,8.01585,7.94605,8.6883,8.665925
226252_at,NA,NA,5.889425,6.01055,6.466425,6.539825
226253_at,LRRC45,201255,6.45505,6.40095,6.753625,6.684
226254_s_at,KIAA1430,57587,9.59555,9.580325,9.374675,9.34355
226255_at,ZBTB33,10009,9.4103,9.44125,9.23415,9.16905
226256_at,MRPS22,56945,2.7512,2.732975,2.700275,2.6497
226257_x_at,MRPS22,56945,9.038425,9.09255,9.444575,9.43805
226258_at,AMN1,196394,6.6037,6.625025,6.732875,6.5944
226259_at,EXOC6,54536,10.42745,10.496325,9.551125,9.3966
226260_x_at,ZNF358,140467,5.5052,5.367425,5.0214,5.0707
226261_at,ZNRF2,223082,4.658125,4.673675,6.31915,6.273275
226262_at,NA,NA,8.404075,8.525575,8.925975,8.966175
226263_at,SNRNP48,154007,6.590075,6.5908,6.894125,7.13085
226264_at,SUSD1,64420,7.646025,7.60205,6.967225,6.811375
226265_at,QSER1,79832,9.56515,9.5777,9.6766,9.8292
226266_at,PGS1,9489,4.95345,5.09835,4.879175,4.751725
226267_at,JDP2,122953,5.468375,5.4259,6.8215,6.9691
226268_at,RAB21,23011,4.5393,4.61585,5.5262,5.439
226269_at,GDAP1,54332,4.830975,4.71295,5.8146,5.7874
226270_at,EXOC2,55770,7.7654,7.87,8.1073,8.06195
226271_at,GDAP1,54332,5.4107,5.338625,5.976175,5.9879
226272_at,RCAN3,11123,6.697275,6.3439,5.6922,5.831575
226273_at,CLCN5,1184,4.9772,4.976125,5.42235,5.3697
226274_at,CLCN5,1184,6.69145,6.66105,6.905,6.879225
226275_at,MXD1,4084,6.514375,6.439775,6.64095,6.571325
226276_at,TMEM167A,153339,10.3564,10.36615,10.25675,10.235
226277_at,COL4A3BP,10087,7.518625,7.40705,8.302225,8.226375
226278_at,SVIP,258010,9.93115,9.88,9.175575,9.137975
226279_at,PRSS23,11098,11.92735,11.879675,10.7396,10.770125
226280_at,NA,NA,9.370525,9.385,9.34725,9.603075
226281_at,DNER,92737,2.825,2.68985,7.986325,7.887575
226282_at,NA,NA,10.5789,10.6834,10.79515,10.85765
226283_at,WDR51B,282809,6.7497,6.690575,7.133975,7.180925
226284_at,ZBTB2,57621,6.86045,6.8192,7.72065,7.82755
226285_at,CAPRIN1,4076,7.837825,7.900925,7.382225,7.104925
226286_at,ELMOD3,84173,5.4501,5.472275,5.5096,5.381275
226287_at,CCDC34,91057,7.471825,7.49525,8.571425,8.736325
226288_s_at,NLGN2,57555,6.596925,6.56625,6.324825,6.315975
226289_at,CAPRIN1,4076,5.862075,5.9451,5.4396,5.1611
226290_at,BDP1,55814,8.415675,8.3554,9.007225,8.969425
226291_at,ALS2,57679,8.0374,8.065175,7.596825,7.4656
226292_at,CAPN5,726,6.203325,6.256125,6.42355,6.39085
226293_at,MED19,219541,8.6255,8.53545,8.55375,8.56605
226294_x_at,FAM91A1,157769,9.30965,9.187875,8.77515,8.773975
226295_at,ITFG2,55846,6.917175,6.987175,6.820475,6.8987
226296_s_at,MRPS15,64960,10.7781,10.828125,10.9089,10.959325
226297_at,NA,NA,9.886725,9.913225,10.246675,10.3769
226298_at,RUNDC1,146923,6.69055,6.593125,6.9467,6.903125
226299_at,PKN3,29941,6.86015,6.80705,8.1977,8.1596
226300_at,MED19,219541,9.206075,9.22825,9.20725,9.2076
226301_at,C6orf192,116843,7.695025,7.609875,5.58065,5.42325
226302_at,ATP8B1,5205,10.02555,9.858375,10.239175,9.973
226303_at,PGM5,5239,2.695925,2.7136,2.649525,2.673925
226304_at,HSPB6,126393,3.244125,3.6154,3.07885,3.14535
226305_at,LYNX1,66004,4.625425,4.598025,4.1255,4.188075
226306_at,C6orf1,221491,6.25665,6.157125,5.88355,5.768325
226307_at,CRTC2,200186,6.51815,6.613375,6.8205,6.796325
226308_at,HAUS8,93323,5.2432,5.27575,7.609675,7.689025
226309_at,DNAL1,83544,5.86735,5.937575,5.743675,5.947775
226310_at,RICTOR,253260,6.395675,6.394525,7.43005,7.07975
226311_at,NA,NA,2.786075,2.870425,2.86265,2.8194
226312_at,RICTOR,253260,8.813025,8.7714,9.663525,9.363925
226313_at,C10orf35,219738,4.458675,4.461575,4.654275,4.67745
226314_at,CHST14,113189,8.02495,7.92635,7.40755,7.494425
226315_at,ZNF830,91603,7.49545,7.473675,7.6559,7.712075
226316_at,NA,NA,7.923825,7.873675,8.26095,8.2494
226317_at,PPP4R2,151987,8.329475,8.4039,8.517175,8.6517
226318_at,TBRG1,84897,7.927875,7.8042,7.095875,7.10745
226319_s_at,THOC4,10189,10.54755,10.6459,11.25185,11.288825
226320_at,THOC4,10189,10.13965,10.191525,10.822325,10.91365
226321_at,LYSMD3,116068,9.102875,9.145,9.014325,8.995825
226322_at,TMTC1,83857,3.324825,3.101975,7.79195,7.835425
226323_at,ZNF830,91603,6.805375,6.811625,7.00295,7.03795
226324_s_at,IFT172,26160,6.972425,7.008825,6.884075,6.9675
226325_at,ADSSL1,122622,4.18425,4.2376,4.3722,4.942625
226326_at,PCGF5,84333,7.2523,7.222675,8.834175,8.66725
226327_at,ZNF507,22847,7.9072,7.978025,8.54805,8.5852
226328_at,KLF16,83855,6.0161,6.212275,6.11865,6.1805
226329_s_at,MITD1,129531,9.149725,8.967875,9.584475,9.50165
226330_s_at,FAM48A,55578,8.702725,8.7302,8.618525,8.599175
226331_at,BBX,56987,8.294575,8.2037,8.950625,8.980775
226332_at,FAM133B,257415,8.581475,8.607175,9.007975,9.061875
226333_at,IL6R,3570,6.340075,6.2856,7.743425,7.70095
226334_s_at,AHSA2,130872,8.626025,8.40325,7.83895,7.579575
226335_at,RPS6KA3,6197,10.185475,10.1426,9.33725,9.35475
226336_at,PPIA,5478,9.006875,9.116525,8.731075,8.931575
226337_at,GORAB,92344,7.455725,7.356525,7.256025,7.27285
226338_at,TMEM55A,55529,6.45865,6.327225,6.855375,6.729025
226339_at,TRUB1,142940,8.404675,8.42805,8.701625,8.75455
226340_x_at,NA,NA,8.365375,8.349775,8.0319,7.986175
226341_at,NA,NA,6.399975,6.271625,6.2281,6.321325
226342_at,SPTBN1,6711,6.838525,7.005775,8.462225,8.1085
226343_at,NA,NA,8.299675,8.400725,8.54355,8.641975
226344_at,ZMAT1,84460,6.25915,6.0147,4.060925,4.0329
226345_at,NA,NA,9.148975,9.327375,9.176575,9.01635
226346_at,MEX3A,92312,6.872125,6.945425,5.0898,5.275775
226347_at,NA,NA,9.629475,9.493725,9.688,9.912175
226348_at,NA,NA,8.300275,8.2926,8.240275,8.5016
226349_at,C12orf45,121053,7.425625,7.441575,7.705625,7.7387
226350_at,CHML,1122,9.142975,9.1073,8.88165,8.980425
226351_at,NSUN4,387338,6.68235,6.673725,6.743,6.657275
226352_at,JMY,133746,8.0451,8.0597,6.828475,6.971425
226353_at,SPPL2A,84888,9.533025,9.401725,9.751675,9.4989
226354_at,LACTB,114294,9.3501,9.199475,10.07115,9.845825
226355_at,WDR51A,25886,6.2862,6.42665,7.945075,8.01065
226356_at,FAM73B,84895,6.75155,6.76285,6.809425,6.85415
226357_at,USP19,10869,7.6942,7.718375,7.91595,7.93875
226358_at,APH1B,83464,7.1306,7.2139,6.9704,6.9439
226359_at,GTPBP1,9567,3.945925,4.21035,4.1438,4.137775
226360_at,ZNRF3,84133,6.48445,6.383475,6.693375,6.836075
226361_at,TMEM42,131616,7.2972,7.25615,7.57915,7.5069
226362_at,NA,NA,6.663375,6.657075,6.04955,5.97035
226363_at,ABCC5,10057,6.96045,6.9025,6.75705,6.6547
226364_at,HIP1,3092,8.024875,7.9244,8.422,8.494375
226365_at,NA,NA,7.3485,7.239275,6.498,6.417
226366_at,SHPRH,257218,6.92635,6.8558,7.3805,7.557475
226367_at,KDM5A,5927,3.763875,3.8633,4.57505,4.710525
226368_at,CHST11,50515,6.715125,6.6819,6.227775,6.071425
226369_at,LOC338799,338799,6.499475,6.55715,6.122525,6.0667
226370_at,KLHL15,80311,5.8951,5.83075,7.165225,7.23105
226371_at,KDM5A,5927,7.00405,7.10625,7.149475,7.247925
226372_at,CHST11,50515,7.349125,7.26385,6.8202,6.870375
226373_at,SFXN5,94097,7.00955,6.95245,7.443125,7.415425
226374_at,NA,NA,7.51755,7.542075,7.68885,8.017325
226375_at,LMTK2,22853,7.56955,7.7248,7.901775,7.927875
226376_at,UNK,85451,6.098075,6.2559,6.380025,6.402875
226377_at,NA,NA,6.55295,6.5249,6.5981,6.664
226378_s_at,C19orf25,148223,7.129625,7.190875,6.978875,6.900825
226379_s_at,C19orf25,148223,5.572325,5.65135,5.693725,5.783325
226380_at,PTPN21,11099,7.1999,7.073925,6.73815,6.758225
226381_at,PS1TP4,414327,8.77845,8.840475,8.77965,8.887825
226382_at,NA,NA,4.401925,4.175225,5.5873,5.42135
226383_at,C11orf46,120534,7.4333,7.426175,7.38845,7.36075
226384_at,PPAPDC1B,84513,7.968025,7.92495,7.251,7.323425
226385_s_at,C7orf30,115416,10.281025,10.28505,10.923325,10.97685
226386_at,C7orf30,115416,9.350425,9.3245,9.9285,10.05635
226387_at,RSBN1L,222194,7.063,6.950875,7.768075,7.76585
226388_at,TCEA3,6920,3.912075,3.7903,6.072275,5.9933
226389_s_at,RAPGEF1,2889,7.70175,7.7272,7.455125,7.3071
226390_at,STARD4,134429,8.8076,8.84185,9.744975,9.7294
226391_at,NA,NA,7.04065,7.052575,7.2186,7.2089
226392_at,NA,NA,8.6416,8.6094,8.69075,8.631675
226393_at,CYP2U1,113612,5.971825,5.682325,6.994725,6.9316
226394_at,Mar-05,54708,7.892675,8.0174,8.03655,8.0385
226395_at,HOOK3,84376,8.827225,8.7983,7.93555,8.273325
226396_at,NA,NA,7.0014,7.0694,6.628475,6.572275
226397_s_at,NA,NA,5.216975,5.367325,4.4489,4.4543
226398_s_at,C10orf4,118924,9.309825,9.27495,9.065775,9.107775
226399_at,NA,NA,8.32975,8.415475,8.428125,8.30315
226400_at,CDC42,998,9.5473,9.571225,9.058675,9.04115
226401_at,PARP10,84875,5.41995,5.564925,5.765925,5.589375
226402_at,CYP2U1,113612,6.0285,5.79415,7.53365,7.58915
226403_at,TMC4,147798,4.78595,4.74605,4.611875,4.44535
226404_at,NA,NA,5.833575,5.4448,5.279375,5.1611
226405_s_at,ARRDC1,92714,5.823925,5.805825,6.5074,6.25255
226406_at,C18orf25,147339,8.245575,8.307,9.25395,9.2534
226407_at,NA,NA,4.551,4.5797,3.761075,3.897275
226408_at,TEAD2,8463,8.838275,8.94955,7.648525,7.740475
226409_at,TBC1D20,128637,7.983175,7.8869,8.0395,7.90035
226410_at,CTU2,348180,6.5903,6.674325,6.838875,6.876125
226411_at,EVI5L,115704,5.888,5.755825,5.5047,5.354
226412_at,SFRS18,25957,7.536675,7.4515,7.59805,7.458375
226413_at,LOC400027,400027,7.591275,7.55965,6.8888,6.979475
226414_s_at,ANAPC11,51529,11.0866,11.0287,11.2898,11.3702
226415_at,VAT1L,57687,4.310275,4.2961,6.716925,7.16
226416_at,ERI1,90459,7.853725,8.0211,8.7462,8.88165
226417_at,NA,NA,3.723,3.769325,3.581375,3.7035
226418_at,ERGIC2,51290,4.265675,4.27975,4.62905,4.6904
226419_s_at,NA,NA,8.03715,8.192775,8.02185,8.030825
226420_at,MECOM,2122,9.760475,9.879225,9.327025,9.3816
226421_at,AMMECR1,9949,7.248175,7.364025,6.96105,7.04655
226422_at,ERGIC2,51290,9.769825,9.684325,10.265475,10.314675
226423_at,PAQR8,85315,6.455625,6.60165,7.225225,7.3097
226424_at,CAPS,828,6.07135,6.007375,5.44685,5.452275
226425_at,CLIP4,79745,8.659,8.622575,8.465175,8.268625
226426_at,ADNP,23394,8.066975,8.14085,8.32265,8.588225
226427_s_at,B3GALT6,126792,3.676825,3.438475,3.279025,3.540925
226428_at,TNPO2,30000,7.535575,7.675225,7.78895,7.7955
226429_at,KIAA1704,55425,6.439175,6.35585,6.74515,6.8175
226430_at,RELL1,768211,10.872125,10.9407,10.4483,10.59115
226431_at,FAM117B,150864,6.613675,6.6944,6.49225,6.831575
226432_at,ETNK1,55500,7.408125,7.40395,7.402675,7.462125
226433_at,RNF157,114804,2.7499,2.890825,2.842875,3.057925
226434_at,C7orf47,221908,8.45945,8.43145,7.8954,7.961025
