Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
1559620_at,hCG_1820801,441167,3.816025,3.8855,3.654825,3.574025
1559621_at,NA,NA,2.079275,2.25755,2.28375,2.25395
1559622_at,NA,NA,3.711525,3.8701,3.875475,3.813875
1559623_at,C11orf54,28970,3.111525,3.2534,3.1026,3.159375
1559624_at,STK32A,202374,2.623175,2.6561,2.4534,2.47845
1559627_at,C7orf71,285941,2.34985,2.21965,2.303875,2.390725
1559629_at,NA,NA,5.7148,5.584725,5.53935,5.493475
1559630_at,DLGAP3,58512,3.3054,3.40875,3.211675,3.29745
1559631_at,NA,NA,2.70445,2.64985,2.5011,2.516025
1559633_a_at,CHRM3,1131,2.621,2.681,2.452875,2.703975
1559634_at,CHRM3,1131,3.0543,3.140725,3.06055,3.127525
1559635_at,CASC4,113201,3.8036,3.8066,3.8366,3.816675
1559638_at,C1orf200,644997,6.260475,6.217675,6.024675,6.15255
1559640_at,ANKFN1,162282,2.2392,2.285025,2.341,2.26765
1559641_at,NA,NA,2.925725,3.002325,3.02045,2.84655
1559642_a_at,NA,NA,3.633875,3.7293,3.379675,3.405025
1559645_at,NCRNA00184,100302691,3.94455,4.104275,3.82815,3.94085
1559646_a_at,NCRNA00184,100302691,3.831525,3.94755,3.715475,3.8838
1559648_at,RP3-527F8.2,100128420,2.86435,2.78775,2.83475,2.753625
1559650_at,LOC100128081,100128081,2.283575,2.256225,2.19775,2.35605
1559651_at,CSNK1A1P,161635,2.44395,2.335475,2.4861,2.31855
1559652_at,NA,NA,2.165925,2.007275,2.09195,2.059425
1559653_at,LOC100289508,100289508,1.9027,1.995575,1.96445,2.0456
1559654_s_at,NA,NA,4.119475,4.193675,4.2935,4.2255
1559655_at,NA,NA,2.984525,3.006025,3.013675,2.985725
1559656_a_at,NA,NA,2.80645,2.7286,2.942125,2.916775
1559658_at,C15orf29,79768,4.143975,4.08265,4.364775,4.612225
1559661_at,ODZ3,55714,2.68515,2.7032,2.76185,2.699375
1559663_at,NA,NA,2.566925,2.45745,2.674175,2.707975
1559664_at,NA,NA,2.637525,2.663175,2.78815,2.684975
1559665_at,NA,NA,2.0558,2.28345,2.08165,2.18245
1559667_at,NA,NA,5.108575,5.147,5.168425,4.977775
1559668_s_at,NA,NA,3.962975,3.996625,3.854025,3.930675
1559670_at,NA,NA,2.30385,2.38435,2.28975,2.53215
1559672_a_at,C9orf93,203238,2.593475,2.688025,2.659075,2.696275
1559674_at,ZNF333,84449,4.7458,4.673175,4.6825,4.77985
1559675_at,NA,NA,6.02175,6.06275,5.471,5.52645
1559676_a_at,NA,NA,3.826875,3.695,3.47835,3.6599
1559678_s_at,LOC730495,730495,2.5879,2.72075,2.805875,2.637375
1559679_a_at,NA,NA,2.79955,2.731075,2.688175,2.7563
1559680_at,TTL,150465,3.12305,3.16115,3.170525,3.166575
1559681_a_at,TRIM16L,147166,3.418475,3.408425,3.07205,3.011125
1559682_at,TRIM16L,147166,6.399125,6.465325,6.15855,6.248375
1559683_at,NA,NA,3.622375,3.5825,3.459825,3.406175
1559685_at,NA,NA,2.0853,2.273025,2.1966,2.143325
1559686_a_at,NA,NA,2.655825,2.749,2.645275,2.5877
1559687_at,TMEM221,100130519,4.7304,4.789325,4.6608,4.6719
1559688_at,GRAPL,400581,2.469625,2.565075,2.5154,2.437875
1559689_a_at,GRAPL,400581,2.9798,2.821275,2.560325,2.576525
1559691_at,NA,NA,4.1177,3.954625,3.845,3.925575
1559692_at,NA,NA,2.701975,2.8071,2.708025,2.740475
1559695_a_at,LOC100288745,100288745,2.470025,2.44035,2.5046,2.48625
1559696_at,NA,NA,3.8853,3.791125,3.68455,3.7117
1559697_a_at,NA,NA,2.5459,2.51585,2.609275,2.5991
1559699_at,RALGAPA2,57186,2.302925,2.31655,2.421025,2.4302
1559701_s_at,NDST2,8509,5.187325,5.27095,5.4319,5.307225
1559702_at,NA,NA,3.998525,3.9949,4.140525,4.1267
1559705_s_at,PHKA2,5256,5.219875,5.0554,5.4721,5.622975
1559706_at,RGNEF,64283,4.86775,4.5524,4.246725,4.52095
1559707_at,NA,NA,2.316775,2.348125,2.5002,2.5315
1559709_at,NA,NA,2.3612,2.474625,2.377825,2.389775
1559711_at,FAM120A,23196,3.399925,3.47095,3.2583,3.287575
1559712_at,tcag7.1307,154822,3.595475,3.70505,3.586675,3.53625
1559713_at,NA,NA,4.85565,4.945575,4.626975,4.74775
1559714_at,RGR,5995,3.8899,4.095925,4.012825,4.01075
1559715_at,NA,NA,4.563875,4.493425,4.381575,4.45325
1559716_at,INO80C,125476,7.331675,7.865675,4.941175,5.1143
1559722_at,NA,NA,1.970575,2.048875,2.120975,2.01705
1559723_s_at,NA,NA,2.71625,2.77595,2.734325,2.721325
1559724_at,NA,NA,2.320475,2.325825,2.340425,2.42665
1559725_at,NA,NA,2.010575,2.0634,3.398775,2.874075
1559728_at,ZBTB40,9923,5.092825,5.12165,4.875375,5.020725
1559731_x_at,MACROD1,28992,3.557925,3.4101,3.487075,3.5164
1559732_at,NUB1,51667,2.69075,2.727075,2.74375,2.682875
1559735_at,NA,NA,2.5525,2.482025,2.712825,2.583975
1559737_at,NA,NA,2.348475,2.4619,2.47175,2.359275
1559739_at,CHPT1,56994,3.411525,3.507825,3.718,3.78305
1559745_at,NA,NA,3.2215,3.36105,3.38095,3.1862
1559746_a_at,ZNF718,255403,3.8359,3.819875,4.151225,4.203375
1559747_at,SPG11,80208,2.795825,3.010425,2.73935,2.79705
1559748_at,ADAMTSL3,57188,4.5564,4.50235,4.63215,4.55465
1559753_at,NA,NA,3.836075,3.75995,3.673975,3.7583
1559754_at,LTB,4050,4.433875,4.45445,4.419125,4.24535
1559755_at,C21orf49,54067,4.76515,4.720875,4.7164,4.652375
1559756_at,DKFZp667F0711,399716,2.4788,2.533425,2.498975,2.447425
1559759_at,KIFC3,3801,3.652175,3.609775,3.795,3.708775
1559760_at,LOC401220,401220,2.14135,2.0311,2.079525,2.167
1559762_at,NA,NA,2.348075,2.560525,2.167575,2.28495
1559763_at,ZC3H12C,85463,2.090575,2.0006,2.20245,2.248625
1559765_a_at,LOC286254,286254,5.950625,5.960325,5.871075,5.72395
1559766_at,NA,NA,5.115575,5.142075,4.90935,4.969525
1559770_at,NA,NA,2.306875,2.444675,2.27065,2.324525
1559771_at,NA,NA,3.21335,3.239925,3.161725,3.1026
1559776_at,GM2A,2760,5.68135,5.678325,5.396575,5.532975
1559777_at,LOC731424,731424,2.752375,2.849925,2.835775,2.84865
1559780_at,NA,NA,4.05785,3.9724,3.922325,4.211025
1559785_at,TPPP2,122664,3.4676,3.315425,3.14845,3.2897
1559787_at,NA,NA,3.16995,3.161225,3.046525,3.058975
1559788_at,NA,NA,3.42255,3.4377,3.299725,3.47595
1559789_a_at,ZNF781,163115,2.876975,2.824225,2.82955,2.956625
1559790_at,LOC646241,646241,2.350025,2.36645,2.14805,2.146175
1559792_at,NA,NA,2.796725,2.78525,2.749825,2.79145
1559795_at,NA,NA,5.499125,5.51095,5.566,5.40225
1559796_at,EBF3,253738,4.004075,3.7074,3.524875,3.4658
1559800_a_at,NA,NA,3.599675,3.72175,3.41225,3.376575
1559804_at,NA,NA,2.541475,2.697475,2.542825,2.66335
1559806_at,NA,NA,4.760825,4.69935,4.664875,4.6321
1559807_at,NA,NA,2.2567,2.258275,2.14665,2.3341
1559808_at,NA,NA,5.609925,5.57805,5.61415,5.683
1559810_at,LOC642313,642313,2.948025,2.789025,2.954875,2.9107
1559812_at,NA,NA,2.92675,2.916725,2.767475,3.012025
1559813_at,NA,NA,2.56195,2.5981,2.580775,2.60635
1559814_at,NA,NA,2.45865,2.5689,2.126025,2.08345
1559817_at,LOC100288798,100288798,4.632875,4.5902,4.539,4.594675
1559820_at,NA,NA,3.645,3.565675,3.75605,3.8938
1559821_at,NA,NA,4.2975,4.182875,4.255525,4.2742
1559822_s_at,NA,NA,7.24485,7.279675,7.073775,7.07575
1559826_a_at,LOC401074,401074,3.087625,2.8853,3.05215,2.974075
1559827_at,LOC401074,401074,2.8642,2.961625,3.103975,3.022225
1559828_at,FAM170B,170370,3.24475,3.406725,3.28025,3.295975
1559833_at,ARHGEF12,23365,2.132175,2.1488,2.149975,2.22015
1559835_at,NA,NA,3.594925,3.672875,3.4379,3.557175
1559837_at,NA,NA,2.376125,2.421325,2.281025,2.4973
1559839_at,TBX18,9096,2.119175,2.289325,3.0003,3.1485
1559840_s_at,TBX18,9096,5.176975,5.407125,5.7423,5.656925
1559842_at,NA,NA,2.190675,2.2956,2.19535,2.1844
1559843_s_at,NA,NA,2.713975,2.708975,2.6451,2.66605
1559848_at,NSUN4,387338,3.99735,3.905675,4.2346,3.961875
1559849_at,ZNF605,100289635,2.078975,2.00595,1.924825,1.953225
1559856_s_at,MLL,4297,2.4748,2.6054,2.633475,2.732425
1559861_at,NA,NA,3.498225,3.3768,3.49105,3.429775
1559862_at,COPA,1314,2.525425,2.5871,2.440675,2.552375
1559863_a_at,AFG3L1,172,5.1885,5.27625,5.197375,5.215125
1559864_at,LCN6,158062,3.76525,3.75585,3.517025,3.4672
1559865_at,NA,NA,1.965475,1.951325,1.986625,1.933675
1559867_at,NA,NA,3.3185,3.4382,3.214375,3.261475
1559870_at,LOC100129129,100129129,4.53655,4.787325,4.520075,4.3927
1559871_s_at,LOC100129129,100129129,2.74635,2.7962,2.7751,2.79515
1559876_at,NA,NA,4.51175,4.682075,4.43035,4.376475
1559877_at,NA,NA,3.363325,3.42555,3.442275,3.41925
1559879_a_at,NA,NA,2.331375,2.45465,2.3878,2.402825
1559880_at,NA,NA,3.84145,3.725375,3.607425,3.543825
1559881_s_at,ZNF12,7559,7.0788,7.064025,7.125,7.20325
1559882_at,SAMHD1,25939,3.20335,2.996625,4.99135,4.7897
1559883_s_at,SAMHD1,25939,3.996625,3.7923,8.24155,7.7851
1559884_at,CDKN2BAS,100048912,2.336675,2.1915,2.413825,2.30455
1559889_at,NA,NA,3.378375,3.35085,3.17875,3.079225
1559890_a_at,ABI1,10006,2.421825,2.294925,2.36965,2.333
1559891_at,HMGA2,8091,4.4043,4.35775,4.539525,4.451775
1559893_at,CCDC75,253635,3.70945,3.77795,5.8276,5.8093
1559895_x_at,NA,NA,2.591125,2.5891,2.6092,2.508675
1559901_s_at,C21orf34,388815,5.9375,5.90545,3.5214,3.38335
1559902_at,MKL1,57591,4.526175,4.731225,4.657975,4.6663
1559909_a_at,TIMM17B,10245,4.10665,4.22495,3.968475,3.93075
1559910_at,NA,NA,3.5816,3.566775,3.76785,3.753575
1559911_at,NA,NA,2.660975,2.5004,2.675375,2.74195
1559914_at,NA,NA,2.363575,2.275525,2.33585,2.318425
1559915_at,NA,NA,4.420925,4.51675,4.377175,4.357975
1559916_a_at,NA,NA,4.320825,4.30865,4.121075,4.20175
1559917_a_at,NA,NA,5.771125,5.775575,5.69975,5.637525
1559920_a_at,CECR4,100130717,2.973775,3.124725,3.051225,3.04725
1559921_at,PECAM1,5175,5.66125,5.646,6.0869,5.911175
1559922_at,NA,NA,4.362425,4.19315,4.560225,4.6248
1559923_at,NA,NA,2.583025,2.644225,2.898725,2.87115
1559924_at,NA,NA,5.5741,5.60615,5.56385,5.598325
1559925_s_at,NA,NA,3.0801,3.168875,3.145225,3.2636
1559926_at,LOC728353,728353,3.83045,3.686725,3.52175,3.4708
1559927_a_at,LOC728353,728353,5.575675,5.597575,5.47095,5.468725
1559928_at,PAPPA,5069,2.683775,2.6449,2.6498,2.704275
1559929_at,NA,NA,3.408675,3.508,3.708325,3.626075
1559930_at,NA,NA,1.94355,2.070925,1.985075,2.0656
1559932_at,NA,NA,4.2824,4.2264,4.259625,4.044125
1559936_at,NA,NA,2.8047,2.7972,2.8485,2.87935
1559939_at,NA,NA,3.057325,2.9217,3.26415,3.11325
1559940_s_at,NA,NA,4.9415,4.9326,4.898575,4.83795
1559942_at,MDFIC,29969,4.58285,4.627125,4.141625,4.28205
1559945_at,RUVBL2,10856,4.3314,4.6548,4.71255,4.585825
1559946_s_at,RUVBL2,10856,10.06965,10.159425,10.33045,10.5052
1559948_at,NA,NA,3.092975,3.319125,3.1769,3.346075
1559949_at,NA,NA,2.581525,2.489,2.3877,2.65085
1559950_at,NA,NA,3.275825,3.095125,3.48275,3.50045
1559952_x_at,NA,NA,3.78725,3.4904,3.583775,3.554975
1559953_at,DDX42,11325,2.6486,2.628725,2.7458,2.6916
1559954_s_at,DDX42,11325,5.596925,5.56475,5.57605,5.694175
1559956_at,SYT7,9066,2.932925,2.934975,2.792625,2.86945
1559957_a_at,LOC642852,642852,7.332175,7.184825,6.613425,6.517825
1559960_x_at,SYCE1L,100130958,6.829575,6.9717,7.162275,7.49635
1559964_at,FLJ38717,401261,4.9276,4.807575,4.719675,4.87175
1559965_at,LOC100192378,100192378,2.9281,3.142425,5.9185,5.5881
1559966_a_at,LOC100192378,100192378,3.306125,3.3276,4.709025,4.583175
1559970_at,NA,NA,4.948575,5.051325,3.918075,3.7743
1559971_at,BSDC1,55108,3.937725,3.859025,3.62695,3.638475
1559975_at,BTG1,694,3.06325,3.00215,2.78895,2.897575
1559976_at,NA,NA,4.270725,4.395925,4.35585,4.184975
1559977_a_at,SLC25A34,284723,5.0714,5.021625,5.0741,4.9339
1559979_at,SYF2,25949,3.7245,3.722275,3.578175,3.75575
1559980_at,ZNF7,7553,3.256025,3.18795,3.259225,3.1334
1559982_s_at,AKR1E2,83592,4.402725,4.16945,4.166225,4.14785
1559986_at,NA,NA,1.950475,2.0306,2.018,2.02205
1559987_at,NA,NA,3.202825,3.14805,3.182375,3.139925
1559988_at,ZNF483,158399,3.241825,3.254775,3.16735,3.404925
1559989_at,TPM4,7171,4.531925,4.692075,4.467,4.55735
1559990_at,LOC283070,283070,2.413375,2.4566,2.391275,2.518725
1559991_s_at,LOC283070,283070,3.482325,3.69415,3.58355,3.576475
1559992_a_at,NA,NA,2.286425,2.4447,2.385775,2.446825
1559993_at,SFXN3,81855,6.32935,6.080625,6.658625,6.84715
1559995_at,SAMD14,201191,4.484675,4.4223,3.95985,4.10985
1559996_s_at,SAMD14,201191,5.07655,5.10645,5.050825,4.90395
1559997_x_at,SAMD14,201191,4.565925,4.564675,4.041525,4.151475
1560001_at,LOC100131581,100131581,5.0216,5.082725,4.989275,4.88515
1560002_at,LOC100132859,100132859,2.847,2.780675,2.71715,2.672625
1560006_a_at,LOC646762,646762,4.627625,4.60825,4.473775,4.465175
1560007_at,LOC645984,645984,4.845875,4.574,3.48265,3.39005
1560010_a_at,FLJ32063,150538,3.5364,3.568725,3.493375,3.387725
1560011_at,NA,NA,3.5902,3.547175,4.822825,4.717575
1560012_at,NA,NA,2.5714,2.619725,2.787175,2.597775
1560013_at,PDXDC1,23042,5.505525,5.24495,5.024375,4.837675
1560014_s_at,PDXDC1,23042,6.008375,5.8818,5.490575,5.4812
1560017_at,TMTC3,160418,5.27835,4.904775,5.4663,5.672925
1560018_at,ARPP-21,10777,2.42155,2.411825,2.4222,2.2624
1560019_at,MGC11082,84777,4.4797,4.446425,4.078725,3.866975
1560020_at,DNAJC13,23317,3.9238,3.911225,4.012775,3.9182
1560021_at,NA,NA,2.62455,2.639875,2.372925,2.271975
1560023_x_at,NA,NA,3.10845,3.317,2.829475,2.9687
1560024_at,NA,NA,3.450975,3.3658,3.243825,3.167025
1560025_at,NA,NA,2.775575,2.646375,2.6937,2.637875
1560026_at,NA,NA,4.703675,4.571825,4.83575,4.867625
1560028_at,C11orf57,55216,3.665825,3.714825,3.568575,3.53875
1560029_a_at,C11orf57,55216,4.343975,4.374725,4.2111,4.297925
1560030_at,LOC283692,283692,2.519925,2.5508,2.575475,2.59105
1560031_at,FRMD4A,55691,6.7638,6.725375,6.150025,5.907875
1560033_at,MCCC2,64087,2.666375,2.6248,2.84725,2.685375
1560034_a_at,NA,NA,2.48995,2.558475,2.58675,2.59815
1560035_at,C2orf85,285093,4.9931,5.1084,4.9141,5.0052
1560038_at,NA,NA,2.421975,2.594,2.376375,2.4095
1560042_at,FAM82A1,151393,3.6063,3.509775,3.436575,3.4034
1560043_at,CYB5R1,51706,2.868675,2.819375,2.866,2.880375
1560047_s_at,LOC642826,642826,5.529475,5.4089,5.44005,5.4215
1560048_at,NA,NA,3.034375,2.918975,2.912425,2.958375
1560049_at,NA,NA,5.258025,5.383075,4.531475,4.327925
1560051_at,NA,NA,2.271725,2.2029,2.4095,2.442725
1560058_at,LOC399900,399900,3.3289,3.4278,3.247475,3.299825
1560059_at,VPS37C,55048,4.862225,4.946475,4.862775,4.857425
1560060_s_at,VPS37C,55048,9.393625,9.3207,8.941175,8.87005
1560062_at,SLC29A2,3177,3.602625,3.705,3.6258,3.554
1560063_a_at,NA,NA,2.247775,2.2807,2.295025,2.304325
1560065_at,PAIP2,51247,3.47905,3.485625,3.5841,3.551025
1560066_at,NA,NA,2.058825,1.996675,1.9023,1.90565
1560068_a_at,LOC729870,729870,4.17695,4.36275,4.0278,4.21055
1560069_at,PLEKHM3,389072,3.29895,3.27895,3.413,3.435925
1560070_at,NA,NA,3.10235,3.087275,2.925375,2.937025
1560071_a_at,NA,NA,4.839425,4.75755,4.5048,4.569275
1560074_at,PRKCA,5578,4.302625,4.21555,4.209,4.268675
1560075_at,ZNF622,90441,2.31695,2.082025,2.024825,2.234925
1560078_at,LAMA3,3909,3.183725,3.2533,3.075,3.022975
1560080_at,DIAPH1,1729,1.9635,1.98635,1.910275,2.00515
1560081_at,NA,NA,5.82185,5.6231,5.1638,5.108625
1560082_at,NA,NA,3.681225,3.83175,3.87915,4.209875
1560086_at,NA,NA,2.432075,2.40225,2.373325,2.342925
1560087_a_at,NA,NA,2.874825,2.925775,2.716325,2.745675
1560089_at,LOC286208,286208,5.777625,5.83845,5.1955,5.144975
1560091_a_at,PHF21B,112885,3.150325,3.195375,3.0784,3.055
1560094_at,NA,NA,4.52325,4.513875,4.633725,4.587725
1560095_s_at,NA,NA,4.2862,4.3455,4.6078,4.418125
1560097_at,FHAD1,114827,3.926425,3.920025,3.883575,3.824475
1560098_at,AKR1C2,1646,2.09365,2.06725,2.050925,2.0499
1560099_at,LOC339260,339260,1.990125,1.93595,2.0696,2.0471
1560100_at,DLX1,1745,4.809625,4.921475,4.767675,4.65545
1560101_at,SYDE2,84144,2.87535,2.97875,2.990075,3.26385
1560102_at,NA,NA,2.510375,2.435525,2.51315,2.613775
1560104_at,NA,NA,2.0551,2.063025,2.056225,1.963175
1560105_at,PTPRB,5787,4.349675,4.42845,3.4458,3.228575
1560107_at,NA,NA,2.37955,2.446925,2.31565,2.275425
1560108_at,NUB1,51667,2.9113,2.874775,2.852875,2.81555
1560109_s_at,NUB1,51667,3.54885,3.55995,3.531075,3.440325
1560111_at,NA,NA,2.082075,2.234875,2.129325,2.2779
1560112_at,WDFY2,115825,2.600575,2.661575,3.142625,2.9964
1560115_a_at,KIAA1217,56243,5.4348,5.2943,5.158325,5.127925
1560116_a_at,NEDD1,121441,8.70715,8.64045,9.521725,9.5486
1560117_at,ABHD1,84696,3.4851,3.542375,3.38345,3.510125
1560118_at,NA,NA,2.897125,2.838775,2.858975,2.818
1560119_at,LOC389634,389634,2.83655,2.865325,2.771725,2.769275
1560128_x_at,C5orf56,441108,4.826225,4.9254,5.43325,5.1642
1560129_at,NA,NA,2.960275,3.0737,3.1304,2.942625
1560130_at,C1orf145,574407,2.608025,2.38405,2.359,2.411675
1560131_at,NA,NA,3.577675,3.4608,3.6473,3.471575
1560132_a_at,NA,NA,2.58955,2.70235,2.492175,2.568575
1560133_at,GIGYF2,26058,2.29815,2.47345,2.716525,2.988225
1560135_at,NA,NA,3.45515,3.377525,3.0277,3.072175
1560136_at,ARL5C,390790,5.223025,5.21555,5.2537,5.19635
1560137_at,NA,NA,5.46625,5.546925,5.102575,4.95175
1560138_at,KIAA0226,9711,3.50115,3.5202,3.54325,3.532825
1560141_at,LOC100133039,100133039,5.193225,4.9847,4.64875,4.349575
1560142_at,GRIK2,2898,2.401175,2.0771,2.121775,2.058575
1560144_at,NA,NA,2.1256,2.07015,2.1705,2.147125
1560145_at,MKLN1,4289,5.4516,5.437275,5.5639,5.6552
1560147_at,LOC100131176,100131176,2.552075,2.61825,2.57845,2.410775
1560148_at,MIA3,375056,2.24785,2.30755,2.3349,2.2338
1560149_at,SLC29A2,3177,4.544025,4.532775,4.422075,4.358075
1560151_x_at,SLC29A2,3177,4.935075,5.0077,4.855775,4.811475
1560153_at,FRAS1,80144,3.6814,3.7698,3.40975,3.3922
1560154_a_at,NA,NA,2.730225,2.76555,2.461825,2.705625
1560156_at,NA,NA,3.645975,3.828125,5.168775,5.24115
1560161_at,CCNB2,9133,2.47135,2.5768,2.65335,2.568775
1560162_at,FLJ40606,643549,3.14625,3.3418,3.242125,3.20765
1560163_at,LOC100129510,100129510,2.5486,2.4981,2.519775,2.54235
1560164_at,NA,NA,2.522525,2.735975,2.70485,2.547575
1560168_at,LOC646168,646168,1.8572,1.889325,1.905875,1.931175
1560169_at,NA,NA,2.102725,2.186825,2.173225,2.091925
1560171_at,NA,NA,2.488825,2.6511,3.0589,2.775125
1560172_at,INTS10,55174,2.72395,2.516425,2.460625,2.4346
1560174_at,SPAG16,79582,2.275475,2.287225,2.330475,2.3829
1560175_at,PPP4R1L,55370,3.099975,3.08785,3.0963,2.92295
1560176_s_at,PPP4R1L,55370,3.473525,3.50905,3.51265,3.44945
1560177_at,CCDC66,285331,3.023925,3.015525,3.0637,3.10325
1560178_at,NA,NA,3.87035,3.67555,3.475225,3.5909
1560180_at,GALNT14,79623,4.279425,4.183875,4.11175,4.234575
1560181_at,NA,NA,3.6622,3.8019,3.52365,3.5961
1560182_at,NA,NA,1.86435,2.058125,1.997625,2.0308
1560184_at,TMCO5A,145942,2.165025,2.330425,2.377,2.281
1560185_at,NA,NA,2.371975,2.48935,2.508925,2.503275
1560187_at,NA,NA,2.3065,2.392825,2.322975,2.3121
1560189_at,NA,NA,4.619475,4.80015,4.801325,4.639325
1560197_at,FAM164A,51101,2.117725,2.19455,2.199125,2.175475
1560198_at,C14orf70,283601,5.758675,5.90695,5.902125,5.891175
1560199_x_at,LOC728153,728153,5.990525,5.922775,5.95275,5.9922
1560201_at,ZNF713,349075,2.74365,2.6456,2.7863,2.7467
1560202_at,LOC338739,338739,1.82995,1.91535,1.972875,1.864425
1560204_at,NT5DC4,284958,2.35275,2.428375,2.383875,2.4179
1560207_at,C8orf81,644660,2.977425,2.82965,2.916575,2.875625
1560208_at,NA,NA,4.0873,4.0143,3.414225,3.446425
1560209_at,NA,NA,2.235675,2.14715,2.409825,2.480075
1560212_a_at,NA,NA,4.199525,4.159,4.1542,4.02895
1560213_at,HCP5P10,352990,4.45495,4.483075,4.655125,4.46155
1560214_at,SPG11,80208,6.51155,6.381975,6.185175,6.2518
1560219_at,ASB3,51130,4.1183,4.11045,4.0456,3.97415
1560220_a_at,CBY1,25776,2.944875,2.93735,2.9188,2.944
1560222_at,NA,NA,3.742075,3.409375,4.091125,4.24235
1560224_at,AHCTF1,25909,2.8342,2.660975,3.2858,3.204925
1560225_at,CNR1,1268,2.477275,2.510375,2.4903,2.44885
1560226_at,NA,NA,2.59065,2.599375,2.575575,2.423275
1560227_at,GDPD1,284161,5.057175,5.0774,4.7074,4.680725
1560228_at,SNAI3,333929,2.655225,2.510175,2.596325,2.5147
1560230_at,NA,NA,3.4518,3.415925,3.24475,3.28435
1560237_at,NA,NA,2.060225,2.243575,2.145875,2.054725
1560238_at,LOC100127980,100127980,3.447425,3.450625,3.414225,3.222025
1560240_at,NA,NA,2.92325,2.942225,3.016075,2.82645
1560241_at,NA,NA,2.817825,2.78935,2.64115,2.640975
1560246_at,NA,NA,2.388675,2.481625,2.3743,2.4158
1560250_s_at,LOC284242,284242,3.675675,3.5712,3.520425,3.69265
1560251_at,LOC645485,645485,2.139275,2.16995,2.246325,2.250725
1560253_at,LHX9,56956,3.012225,3.0617,4.31705,3.855075
1560255_at,C10orf31,414196,3.7652,3.665775,3.556275,3.40235
1560257_at,NA,NA,2.566575,2.615475,2.67625,2.61865
1560258_a_at,NA,NA,3.73495,3.733175,5.7301,5.965975
1560259_at,NA,NA,4.268125,4.265,3.943675,3.91535
1560260_at,LOC285593,285593,2.19445,2.2538,2.137225,2.278075
1560262_at,NA,NA,4.251,4.094475,3.9615,4.054725
1560263_at,NA,NA,3.05195,3.142675,5.220475,5.3774
1560264_at,NA,NA,2.335525,2.339525,2.566625,2.7088
1560265_at,GRIK2,2898,2.284525,2.3479,2.3277,2.26225
1560271_at,NA,NA,6.3784,6.094075,6.39545,6.45375
1560274_at,WTAP,9589,3.595575,3.547075,4.157325,4.01895
1560275_at,TMEM44,93109,6.823075,6.58895,6.6221,6.432725
1560276_at,LOC283403,283403,2.968225,3.024925,2.880125,2.97145
1560277_a_at,LOC283403,283403,4.335,4.30435,4.1333,4.246
1560278_at,LOC221122,221122,5.380075,5.410725,5.2546,5.269675
1560279_a_at,LOC221122,221122,3.319425,3.3859,3.441075,3.454375
1560281_a_at,TMEM95,339168,4.861675,4.918775,4.638225,4.641925
1560282_at,NA,NA,2.563025,2.539575,2.6026,2.61765
1560284_at,NA,NA,3.5148,3.400075,3.434625,3.513975
1560285_at,NA,NA,3.497275,3.5278,3.3577,3.31775
1560286_s_at,NA,NA,4.236575,4.339725,3.953,4.06635
1560288_at,NA,NA,2.139425,2.145725,2.083925,2.052175
1560290_at,LOC100129895,100129895,3.471675,3.160525,3.83615,3.948125
1560291_at,RIPPLY1,92129,2.892825,2.8958,2.860125,2.787225
1560292_a_at,TMCO4,255104,5.030925,5.048975,5.06875,4.95645
1560295_at,CYP19A1,1588,3.34285,3.29955,3.2546,3.3266
1560296_at,NA,NA,5.04255,5.179925,5.1597,5.22865
1560297_at,NA,NA,6.220725,6.169775,5.866825,5.89255
1560298_at,NA,NA,2.5092,2.4831,2.3386,2.4005
1560300_a_at,NA,NA,5.501275,5.44365,5.479525,5.523725
1560303_at,FKBP4,2288,3.475175,3.580725,3.91065,3.798175
1560305_x_at,FKBP4,2288,3.07835,2.99615,3.277675,3.38665
1560306_at,NA,NA,2.5056,2.633575,2.459325,2.34805
1560309_s_at,NA,NA,3.8286,3.815775,3.7126,3.78185
1560315_at,GLCCI1,113263,2.987075,2.9584,2.9957,3.0809
1560316_s_at,GLCCI1,113263,3.652625,3.691275,3.67985,3.670375
1560317_s_at,HIP1,3092,2.657425,2.6774,2.636125,2.7163
1560318_at,ARHGAP29,9411,6.0406,6.057175,6.06895,5.73165
1560320_a_at,UNQ2963,283314,4.643025,4.753225,4.557525,4.56085
1560322_at,RBMS3,27303,2.6145,2.8013,2.687575,2.78445
1560325_at,NA,NA,1.9116,1.9992,2.0829,2.102675
1560327_at,NA,NA,6.793925,6.772225,6.59685,6.56375
1560328_s_at,NA,NA,2.317375,2.3264,2.33185,2.213125
1560330_at,PCDH15,65217,2.169225,2.1,2.066525,2.003775
1560332_at,NA,NA,3.267925,3.320925,3.30285,3.218625
1560334_at,MEGF11,84465,3.160575,3.1414,2.9785,3.043525
1560337_at,LOC286184,286184,2.50365,2.6412,2.429625,2.52165
1560339_s_at,NAP1L4,4676,9.138875,9.124225,9.172575,9.1948
1560340_s_at,RP9P,441212,2.9452,2.75405,2.950475,2.887225
1560342_at,NA,NA,3.40295,3.4803,3.3579,3.5825
1560346_at,NA,NA,2.368075,2.4401,3.2369,2.950825
1560347_at,NA,NA,4.090675,4.0339,3.981425,4.1781
1560348_at,RGNEF,64283,5.041675,5.018775,4.9467,5.01015
1560349_at,NA,NA,2.477775,2.45195,2.429875,2.3755
1560352_at,NA,NA,2.74225,2.7428,2.740375,2.68925
